"x" "y" "class"
0.584 0.679 NA
0.612 0.683 NA
0.592 0.655 NA
0.607 0.662 NA
0.593 0.662 NA
0.626 0.673 NA
0.576 0.68 NA
0.613 0.664 NA
0.592 0.673 NA
0.593 0.663 NA
0.619 0.691 NA
0.586 0.669 NA
0.602 0.643 NA
0.607 0.647 NA
0.587 0.673 NA
0.605 0.638 NA
0.6 0.66 NA
0.613 0.655 NA
0.61 0.662 NA
0.626 0.671 NA
0.62 0.623 NA
0.611 0.665 NA
0.593 0.657 NA
0.603 0.683 NA
0.59 0.662 NA
0.607 0.682 NA
0.601 0.652 NA
0.605 0.645 NA
0.619 0.636 NA
0.601 0.641 NA
0.638 0.633 NA
0.604 0.622 NA
0.606 0.626 NA
0.61 0.615 NA
0.592 0.647 NA
0.593 0.628 NA
0.603 0.659 NA
0.602 0.655 NA
0.593 0.618 NA
0.608 0.654 NA
0.61 0.638 NA
0.609 0.63 NA
0.605 0.591 NA
0.596 0.614 NA
0.61 0.622 NA
0.626 0.645 NA
0.597 0.664 NA
0.582 0.595 NA
0.616 0.633 NA
0.592 0.633 NA
0.57 0.624 NA
0.629 0.605 NA
0.606 0.638 NA
0.587 0.606 NA
0.595 0.587 NA
0.57 0.614 NA
0.6 0.637 NA
0.604 0.619 NA
0.587 0.617 NA
0.602 0.622 NA
0.617 0.629 NA
0.597 0.618 NA
0.579 0.594 NA
0.584 0.641 NA
0.601 0.605 NA
0.592 0.617 NA
0.6 0.605 NA
0.597 0.623 NA
0.594 0.625 NA
0.595 0.58 NA
0.592 0.596 NA
0.596 0.619 NA
0.612 0.605 NA
0.619 0.576 NA
0.592 0.595 NA
0.615 0.618 NA
0.605 0.59 NA
0.578 0.622 NA
0.589 0.613 NA
0.615 0.57 NA
0.576 0.599 NA
0.583 0.583 NA
0.597 0.592 NA
0.593 0.615 NA
0.62 0.598 NA
0.585 0.57 NA
0.568 0.597 NA
0.583 0.581 NA
0.578 0.597 NA
0.589 0.589 NA
0.591 0.59 NA
0.591 0.594 NA
0.597 0.598 NA
0.577 0.574 NA
0.586 0.598 NA
0.578 0.577 NA
0.575 0.609 NA
0.61 0.586 NA
0.598 0.561 NA
0.586 0.598 NA
0.587 0.596 NA
0.621 0.559 NA
0.617 0.597 NA
0.582 0.556 NA
0.595 0.603 NA
0.624 0.571 NA
0.591 0.59 NA
0.604 0.604 NA
0.623 0.574 NA
0.59 0.587 NA
0.617 0.551 NA
0.59 0.567 NA
0.585 0.605 NA
0.575 0.555 NA
0.621 0.554 NA
0.613 0.567 NA
0.594 0.606 NA
0.598 0.592 NA
0.586 0.55 NA
0.58 0.584 NA
0.577 0.572 NA
0.613 0.554 NA
0.6 0.576 NA
0.581 0.586 NA
0.589 0.586 NA
0.577 0.557 NA
0.596 0.566 NA
0.603 0.554 NA
0.584 0.561 NA
0.6 0.589 NA
0.61 0.585 NA
0.601 0.583 NA
0.574 0.565 NA
0.599 0.575 NA
0.581 0.588 NA
0.594 0.58 NA
0.604 0.555 NA
0.593 0.558 NA
0.588 0.559 NA
0.591 0.561 NA
0.596 0.589 NA
0.595 0.565 NA
0.6 0.556 NA
0.589 0.583 NA
0.613 0.558 NA
0.61 0.559 NA
0.598 0.552 NA
0.603 0.556 NA
0.614 0.541 NA
0.603 0.553 NA
0.598 0.539 NA
0.582 0.577 NA
0.607 0.564 NA
0.606 0.532 NA
0.584 0.565 NA
0.598 0.578 NA
0.597 0.56 NA
0.616 0.554 NA
0.6 0.53 NA
0.578 0.549 NA
0.617 0.557 NA
0.632 0.543 NA
0.598 0.577 NA
0.606 0.549 NA
0.572 0.57 NA
0.594 0.579 NA
0.605 0.563 NA
0.599 0.547 NA
0.595 0.597 NA
0.574 0.541 NA
0.597 0.515 NA
0.6 0.529 NA
0.607 0.562 NA
0.607 0.54 NA
0.62 0.538 NA
0.611 0.574 NA
0.618 0.576 NA
0.606 0.572 NA
0.598 0.526 NA
0.598 0.53 NA
0.594 0.54 NA
0.587 0.535 NA
0.573 0.541 NA
0.584 0.542 NA
0.591 0.56 NA
0.606 0.578 NA
0.612 0.57 NA
0.622 0.54 NA
0.633 0.549 NA
0.587 0.572 NA
0.568 0.535 NA
0.59 0.549 NA
0.604 0.52 NA
0.597 0.574 NA
0.601 0.572 NA
0.59 0.555 NA
0.616 0.52 NA
0.602 0.539 NA
0.609 0.543 NA
0.605 0.521 NA
0.597 0.526 NA
0.603 0.525 NA
0.608 0.518 NA
0.603 0.526 NA
0.608 0.565 NA
0.615 0.547 NA
0.623 0.566 NA
0.62 0.566 NA
0.601 0.564 NA
0.589 0.501 NA
0.591 0.56 NA
0.606 0.528 NA
0.599 0.56 NA
0.591 0.52 NA
0.585 0.557 NA
0.592 0.549 NA
0.598 0.552 NA
0.601 0.515 NA
0.593 0.532 NA
0.627 0.574 NA
0.606 0.539 NA
0.615 0.573 NA
0.599 0.514 NA
0.598 0.553 NA
0.6 0.544 NA
0.606 0.555 NA
0.615 0.557 NA
0.601 0.561 NA
0.623 0.571 NA
0.61 0.564 NA
0.589 0.537 NA
0.61 0.559 NA
0.61 0.568 NA
0.599 0.549 NA
0.576 0.507 NA
0.607 0.554 NA
0.604 0.58 NA
0.633 0.585 NA
0.602 0.56 NA
0.619 0.548 NA
0.615 0.58 NA
0.591 0.55 NA
0.615 0.577 NA
0.603 0.538 NA
0.613 0.607 NA
0.602 0.566 NA
0.607 0.587 NA
0.611 0.584 NA
0.624 0.562 NA
0.628 0.554 NA
0.634 0.589 NA
0.621 0.577 NA
0.615 0.561 NA
0.592 0.542 NA
0.622 0.602 NA
0.622 0.612 NA
0.611 0.559 NA
0.614 0.563 NA
0.62 0.549 NA
0.616 0.554 NA
0.634 0.59 NA
0.614 0.587 NA
0.597 0.59 NA
0.616 0.609 NA
0.615 0.581 NA
0.616 0.575 NA
0.61 0.597 NA
0.608 0.591 NA
0.609 0.554 NA
0.615 0.564 NA
0.64 0.609 NA
0.616 0.579 NA
0.632 0.577 NA
0.602 0.602 NA
0.619 0.594 NA
0.595 0.608 NA
0.62 0.565 NA
0.631 0.597 NA
0.618 0.589 NA
0.616 0.632 NA
0.608 0.609 NA
0.61 0.583 NA
0.602 0.554 NA
0.595 0.618 NA
0.59 0.625 NA
0.635 0.629 NA
0.625 0.615 NA
0.621 0.635 NA
0.614 0.64 NA
0.6 0.6 NA
0.604 0.625 NA
0.612 0.634 NA
0.617 0.612 NA
0.619 0.625 NA
0.623 0.611 NA
0.642 0.609 NA
0.609 0.649 NA
0.622 0.621 NA
0.632 0.61 NA
0.628 0.638 NA
0.595 0.627 NA
0.625 0.612 NA
0.633 0.613 NA
0.608 0.632 NA
0.6 0.62 NA
0.62 0.655 NA
0.568 0.678 NA
0.589 0.617 NA
0.629 0.647 NA
0.599 0.625 NA
0.619 0.63 NA
0.605 0.665 NA
0.612 0.626 NA
0.623 0.649 NA
0.61 0.634 NA
0.579 0.648 NA
0.592 0.66 NA
0.578 0.655 NA
0.62 0.632 NA
0.607 0.657 NA
0.59 0.635 NA
0.611 0.659 NA
0.611 0.669 NA
0.608 0.681 NA
0.607 0.633 NA
0.601 0.674 NA
0.6 0.676 NA
0.581 0.686 NA
0.618 0.668 NA
0.601 0.677 NA
0.603 0.68 NA
0.606 0.674 NA
0.606 0.692 NA
0.593 0.666 NA
0.599 0.646 NA
0.601 0.672 NA
0.602 0.678 NA
0.599 0.676 NA
0.607 0.676 NA
0.576 0.661 NA
0.593 0.668 NA
0.583 0.672 NA
0.6 0.673 NA
0.604 0.715 NA
0.587 0.67 NA
0.611 0.675 NA
0.576 0.693 NA
0.577 0.679 NA
0.584 0.676 NA
0.617 0.681 NA
0.596 0.684 NA
0.601 0.682 NA
0.602 0.71 NA
0.603 0.704 NA
0.601 0.669 NA
0.59 0.714 NA
0.591 0.676 NA
0.584 0.68 NA
0.584 0.698 NA
0.6 0.703 NA
0.59 0.709 NA
0.584 0.744 NA
0.578 0.728 NA
0.579 0.717 NA
0.598 0.754 NA
0.612 0.708 NA
0.597 0.743 NA
0.575 0.721 NA
0.575 0.726 NA
0.591 0.733 NA
0.588 0.719 NA
0.574 0.691 NA
0.578 0.729 NA
0.583 0.713 NA
0.589 0.71 NA
0.557 0.732 NA
0.578 0.752 NA
0.586 0.73 NA
0.576 0.739 NA
0.546 0.688 NA
0.569 0.72 NA
0.572 0.754 NA
0.563 0.743 NA
0.558 0.757 NA
0.58 0.735 NA
0.599 0.768 NA
0.569 0.734 NA
0.545 0.748 NA
0.576 0.719 NA
0.525 0.735 NA
0.558 0.751 NA
0.548 0.771 NA
0.572 0.749 NA
0.577 0.784 NA
0.599 0.741 NA
0.574 0.795 NA
0.552 0.785 NA
0.548 0.762 NA
0.58 0.78 NA
0.558 0.762 NA
0.571 0.739 NA
0.574 0.776 NA
0.525 0.789 NA
0.576 0.77 NA
0.56 0.79 NA
0.547 0.766 NA
0.568 0.763 NA
0.573 0.744 NA
0.575 0.745 NA
0.553 0.757 NA
0.561 0.766 NA
0.562 0.796 NA
0.546 0.773 NA
0.554 0.776 NA
0.565 0.79 NA
0.567 0.773 NA
0.554 0.794 NA
0.559 0.753 NA
0.576 0.762 NA
0.546 0.776 NA
0.563 0.763 NA
0.563 0.77 NA
0.535 0.809 NA
0.551 0.786 NA
0.562 0.792 NA
0.541 0.8 NA
0.533 0.793 NA
0.546 0.769 NA
0.538 0.81 NA
0.564 0.766 NA
0.533 0.795 NA
0.528 0.798 NA
0.531 0.819 NA
0.523 0.794 NA
0.55 0.794 NA
0.545 0.822 NA
0.528 0.8 NA
0.522 0.839 NA
0.512 0.829 NA
0.524 0.799 NA
0.518 0.836 NA
0.515 0.803 NA
0.546 0.792 NA
0.522 0.849 NA
0.526 0.858 NA
0.529 0.828 NA
0.508 0.817 NA
0.512 0.841 NA
0.523 0.842 NA
0.509 0.834 NA
0.52 0.826 NA
0.515 0.814 NA
0.542 0.82 NA
0.506 0.81 NA
0.5 0.807 NA
0.5 0.836 NA
0.521 0.84 NA
0.503 0.843 NA
0.51 0.84 NA
0.489 0.819 NA
0.497 0.828 NA
0.484 0.81 NA
0.509 0.809 NA
0.512 0.807 NA
0.518 0.833 NA
0.519 0.817 NA
0.522 0.842 NA
0.491 0.846 NA
0.502 0.826 NA
0.485 0.828 NA
0.506 0.867 NA
0.498 0.834 NA
0.477 0.844 NA
0.504 0.822 NA
0.478 0.789 NA
0.477 0.855 NA
0.508 0.847 NA
0.471 0.83 NA
0.482 0.843 NA
0.482 0.829 NA
0.473 0.835 NA
0.496 0.846 NA
0.495 0.851 NA
0.489 0.83 NA
0.461 0.807 NA
0.494 0.832 NA
0.471 0.865 NA
0.5 0.858 NA
0.488 0.846 NA
0.453 0.836 NA
0.47 0.82 NA
0.466 0.894 NA
0.464 0.859 NA
0.491 0.851 NA
0.465 0.857 NA
0.464 0.853 NA
0.473 0.835 NA
0.453 0.835 NA
0.473 0.856 NA
0.472 0.871 NA
0.455 0.848 NA
0.465 0.863 NA
0.483 0.849 NA
0.469 0.867 NA
0.466 0.868 NA
0.454 0.852 NA
0.442 0.831 NA
0.45 0.867 NA
0.452 0.853 NA
0.449 0.858 NA
0.445 0.87 NA
0.46 0.874 NA
0.45 0.867 NA
0.443 0.84 NA
0.433 0.879 NA
0.439 0.852 NA
0.428 0.867 NA
0.451 0.848 NA
0.443 0.85 NA
0.45 0.904 NA
0.426 0.846 NA
0.431 0.881 NA
0.426 0.847 NA
0.432 0.886 NA
0.425 0.843 NA
0.424 0.881 NA
0.424 0.855 NA
0.438 0.857 NA
0.415 0.863 NA
0.415 0.854 NA
0.433 0.853 NA
0.419 0.881 NA
0.417 0.859 NA
0.426 0.852 NA
0.42 0.858 NA
0.429 0.84 NA
0.42 0.855 NA
0.417 0.839 NA
0.424 0.836 NA
0.442 0.876 NA
0.425 0.861 NA
0.44 0.847 NA
0.418 0.854 NA
0.422 0.86 NA
0.421 0.869 NA
0.406 0.864 NA
0.418 0.863 NA
0.413 0.849 NA
0.399 0.879 NA
0.398 0.861 NA
0.403 0.889 NA
0.399 0.828 NA
0.406 0.889 NA
0.407 0.856 NA
0.376 0.851 NA
0.415 0.824 NA
0.425 0.848 NA
0.391 0.874 NA
0.4 0.854 NA
0.386 0.859 NA
0.377 0.848 NA
0.418 0.851 NA
0.398 0.862 NA
0.398 0.83 NA
0.388 0.87 NA
0.399 0.829 NA
0.387 0.846 NA
0.381 0.857 NA
0.401 0.858 NA
0.407 0.851 NA
0.395 0.854 NA
0.349 0.838 NA
0.38 0.825 NA
0.384 0.855 NA
0.399 0.846 NA
0.394 0.864 NA
0.375 0.832 NA
0.367 0.826 NA
0.355 0.87 NA
0.355 0.828 NA
0.354 0.859 NA
0.381 0.859 NA
0.401 0.843 NA
0.34 0.845 NA
0.356 0.864 NA
0.369 0.85 NA
0.373 0.853 NA
0.348 0.826 NA
0.379 0.857 NA
0.346 0.855 NA
0.365 0.85 NA
0.381 0.857 NA
0.36 0.871 NA
0.348 0.857 NA
0.377 0.829 NA
0.34 0.833 NA
0.346 0.864 NA
0.349 0.869 NA
0.353 0.859 NA
0.34 0.874 NA
0.304 0.865 NA
0.33 0.871 NA
0.342 0.889 NA
0.318 0.858 NA
0.345 0.926 NA
0.332 0.828 NA
0.338 0.835 NA
0.341 0.859 NA
0.35 0.848 NA
0.346 0.816 NA
0.322 0.831 NA
0.325 0.851 NA
0.339 0.849 NA
0.328 0.881 NA
0.323 0.873 NA
0.332 0.874 NA
0.307 0.846 NA
0.313 0.824 NA
0.324 0.858 NA
0.318 0.898 NA
0.322 0.868 NA
0.336 0.839 NA
0.288 0.851 NA
0.302 0.859 NA
0.339 0.841 NA
0.309 0.88 NA
0.336 0.849 NA
0.342 0.879 NA
0.321 0.831 NA
0.3 0.844 NA
0.308 0.822 NA
0.29 0.838 NA
0.317 0.839 NA
0.32 0.839 NA
0.318 0.848 NA
0.298 0.802 NA
0.312 0.819 NA
0.329 0.829 NA
0.306 0.84 NA
0.32 0.892 NA
0.317 0.822 NA
0.318 0.826 NA
0.317 0.868 NA
0.304 0.88 NA
0.319 0.831 NA
0.317 0.872 NA
0.3 0.864 NA
0.313 0.825 NA
0.301 0.81 NA
0.294 0.842 NA
0.31 0.863 NA
0.293 0.822 NA
0.3 0.843 NA
0.3 0.836 NA
0.304 0.826 NA
0.298 0.804 NA
0.31 0.83 NA
0.295 0.822 NA
0.28 0.829 NA
0.326 0.833 NA
0.297 0.844 NA
0.303 0.806 NA
0.294 0.809 NA
0.304 0.805 NA
0.287 0.836 NA
0.277 0.811 NA
0.275 0.874 NA
0.292 0.823 NA
0.286 0.824 NA
0.281 0.78 NA
0.287 0.804 NA
0.306 0.792 NA
0.315 0.809 NA
0.302 0.823 NA
0.275 0.788 NA
0.275 0.786 NA
0.278 0.804 NA
0.285 0.828 NA
0.296 0.803 NA
0.289 0.809 NA
0.295 0.809 NA
0.277 0.811 NA
0.304 0.811 NA
0.29 0.835 NA
0.278 0.822 NA
0.263 0.829 NA
0.273 0.822 NA
0.277 0.844 NA
0.254 0.825 NA
0.291 0.82 NA
0.267 0.801 NA
0.271 0.791 NA
0.294 0.783 NA
0.268 0.814 NA
0.274 0.795 NA
0.284 0.786 NA
0.275 0.838 NA
0.288 0.805 NA
0.259 0.784 NA
0.267 0.853 NA
0.291 0.806 NA
0.281 0.786 NA
0.272 0.815 NA
0.282 0.842 NA
0.274 0.817 NA
0.268 0.831 NA
0.256 0.79 NA
0.308 0.819 NA
0.255 0.792 NA
0.276 0.82 NA
0.263 0.822 NA
0.267 0.794 NA
0.28 0.819 NA
0.272 0.821 NA
0.306 0.84 NA
0.267 0.8 NA
0.267 0.82 NA
0.256 0.801 NA
0.273 0.788 NA
0.294 0.809 NA
0.282 0.801 NA
0.288 0.842 NA
0.268 0.829 NA
0.253 0.825 NA
0.263 0.809 NA
0.255 0.801 NA
0.26 0.808 NA
0.236 0.802 NA
0.28 0.813 NA
0.258 0.807 NA
0.273 0.788 NA
0.274 0.805 NA
0.265 0.766 NA
0.261 0.784 NA
0.266 0.82 NA
0.267 0.785 NA
0.247 0.779 NA
0.27 0.819 NA
0.26 0.779 NA
0.241 0.789 NA
0.268 0.786 NA
0.257 0.761 NA
0.246 0.733 NA
0.251 0.805 NA
0.285 0.829 NA
0.239 0.798 NA
0.275 0.771 NA
0.267 0.794 NA
0.26 0.792 NA
0.256 0.787 NA
0.258 0.779 NA
0.28 0.768 NA
0.268 0.806 NA
0.257 0.801 NA
0.271 0.781 NA
0.259 0.773 NA
0.248 0.796 NA
0.244 0.761 NA
0.245 0.784 NA
0.242 0.764 NA
0.265 0.766 NA
0.23 0.743 NA
0.242 0.758 NA
0.237 0.737 NA
0.249 0.794 NA
0.245 0.748 NA
0.231 0.771 NA
0.237 0.739 NA
0.254 0.762 NA
0.235 0.759 NA
0.236 0.762 NA
0.235 0.75 NA
0.26 0.763 NA
0.251 0.738 NA
0.236 0.749 NA
0.233 0.767 NA
0.237 0.73 NA
0.244 0.758 NA
0.259 0.743 NA
0.249 0.729 NA
0.249 0.704 NA
0.239 0.72 NA
0.238 0.689 NA
0.228 0.746 NA
0.237 0.764 NA
0.224 0.727 NA
0.244 0.734 NA
0.253 0.742 NA
0.244 0.702 NA
0.236 0.748 NA
0.248 0.704 NA
0.213 0.714 NA
0.244 0.71 NA
0.25 0.704 NA
0.24 0.749 NA
0.258 0.696 NA
0.228 0.707 NA
0.232 0.686 NA
0.225 0.707 NA
0.237 0.717 NA
0.236 0.699 NA
0.228 0.686 NA
0.242 0.712 NA
0.221 0.697 NA
0.238 0.719 NA
0.232 0.733 NA
0.241 0.707 NA
0.233 0.687 NA
0.253 0.687 NA
0.217 0.699 NA
0.225 0.657 NA
0.25 0.688 NA
0.255 0.701 NA
0.258 0.69 NA
0.235 0.649 NA
0.215 0.65 NA
0.242 0.689 NA
0.214 0.676 NA
0.219 0.696 NA
0.244 0.685 NA
0.251 0.658 NA
0.244 0.68 NA
0.204 0.663 NA
0.222 0.679 NA
0.217 0.63 NA
0.236 0.637 NA
0.253 0.644 NA
0.23 0.679 NA
0.214 0.674 NA
0.257 0.651 NA
0.226 0.665 NA
0.229 0.633 NA
0.218 0.663 NA
0.212 0.651 NA
0.208 0.622 NA
0.233 0.624 NA
0.237 0.647 NA
0.224 0.623 NA
0.218 0.64 NA
0.208 0.602 NA
0.202 0.666 NA
0.198 0.638 NA
0.24 0.642 NA
0.208 0.622 NA
0.226 0.604 NA
0.221 0.658 NA
0.214 0.593 NA
0.215 0.654 NA
0.224 0.606 NA
0.224 0.602 NA
0.197 0.625 NA
0.215 0.58 NA
0.23 0.593 NA
0.23 0.592 NA
0.234 0.628 NA
0.215 0.602 NA
0.228 0.62 NA
0.262 0.563 NA
0.236 0.603 NA
0.223 0.577 NA
0.227 0.578 NA
0.218 0.565 NA
0.215 0.583 NA
0.222 0.591 NA
0.228 0.586 NA
0.222 0.567 NA
0.213 0.553 NA
0.221 0.566 NA
0.208 0.544 NA
0.201 0.55 NA
0.224 0.555 NA
0.206 0.568 NA
0.221 0.594 NA
0.208 0.56 NA
0.204 0.551 NA
0.241 0.569 NA
0.2 0.586 NA
0.203 0.577 NA
0.217 0.565 NA
0.246 0.548 NA
0.23 0.493 NA
0.216 0.526 NA
0.226 0.551 NA
0.234 0.538 NA
0.215 0.542 NA
0.199 0.582 NA
0.199 0.552 NA
0.251 0.548 NA
0.214 0.561 NA
0.193 0.568 NA
0.22 0.543 NA
0.207 0.534 NA
0.226 0.561 NA
0.643 0.547 NA
0.647 0.578 NA
0.627 0.56 NA
0.645 0.533 NA
0.648 0.529 NA
0.637 0.548 NA
0.623 0.574 NA
0.634 0.553 NA
0.64 0.593 NA
0.633 0.527 NA
0.622 0.563 NA
0.633 0.557 NA
0.629 0.598 NA
0.618 0.569 NA
0.643 0.568 NA
0.626 0.568 NA
0.639 0.583 NA
0.64 0.586 NA
0.628 0.582 NA
0.625 0.556 NA
0.614 0.578 NA
0.651 0.585 NA
0.638 0.596 NA
0.639 0.584 NA
0.621 0.609 NA
0.601 0.58 NA
0.638 0.574 NA
0.635 0.592 NA
0.637 0.54 NA
0.637 0.597 NA
0.645 0.614 NA
0.626 0.582 NA
0.63 0.592 NA
0.599 0.574 NA
0.633 0.59 NA
0.614 0.587 NA
0.625 0.585 NA
0.623 0.611 NA
0.635 0.593 NA
0.616 0.642 NA
0.626 0.559 NA
0.59 0.644 NA
0.587 0.605 NA
0.602 0.617 NA
0.605 0.608 NA
0.614 0.614 NA
0.637 0.612 NA
0.613 0.637 NA
0.622 0.625 NA
0.597 0.616 NA
0.598 0.626 NA
0.601 0.636 NA
0.602 0.624 NA
0.639 0.625 NA
0.612 0.627 NA
0.626 0.643 NA
0.587 0.644 NA
0.599 0.648 NA
0.606 0.656 NA
0.606 0.631 NA
0.611 0.629 NA
0.576 0.644 NA
0.6 0.678 NA
0.608 0.674 NA
0.61 0.685 NA
0.594 0.674 NA
0.612 0.653 NA
0.61 0.621 NA
0.575 0.639 NA
0.594 0.645 NA
0.618 0.656 NA
0.613 0.686 NA
0.572 0.674 NA
0.597 0.715 NA
0.595 0.654 NA
0.608 0.683 NA
0.585 0.674 NA
0.581 0.672 NA
0.609 0.685 NA
0.596 0.691 NA
0.58 0.688 NA
0.609 0.703 NA
0.595 0.706 NA
0.571 0.695 NA
0.609 0.697 NA
0.594 0.682 NA
0.555 0.678 NA
0.607 0.677 NA
0.592 0.682 NA
0.608 0.75 NA
0.608 0.727 NA
0.583 0.713 NA
0.636 0.704 NA
0.593 0.709 NA
0.608 0.716 NA
0.588 0.701 NA
0.601 0.692 NA
0.604 0.723 NA
0.591 0.714 NA
0.594 0.695 NA
0.588 0.728 NA
0.584 0.689 NA
0.612 0.705 NA
0.597 0.724 NA
0.591 0.724 NA
0.603 0.734 NA
0.609 0.708 NA
0.596 0.735 NA
0.612 0.69 NA
0.606 0.74 NA
0.591 0.722 NA
0.595 0.737 NA
0.591 0.744 NA
0.596 0.729 NA
0.598 0.747 NA
0.596 0.737 NA
0.609 0.747 NA
0.613 0.712 NA
0.609 0.735 NA
0.615 0.786 NA
0.569 0.752 NA
0.581 0.778 NA
0.598 0.765 NA
0.607 0.736 NA
0.596 0.75 NA
0.576 0.757 NA
0.598 0.776 NA
0.612 0.765 NA
0.596 0.754 NA
0.593 0.746 NA
0.592 0.78 NA
0.608 0.76 NA
0.622 0.747 NA
0.599 0.752 NA
0.598 0.771 NA
0.614 0.787 NA
0.613 0.741 NA
0.584 0.755 NA
0.584 0.794 NA
0.589 0.784 NA
0.592 0.805 NA
0.583 0.802 NA
0.59 0.762 NA
0.607 0.813 NA
0.605 0.801 NA
0.595 0.822 NA
0.584 0.793 NA
0.574 0.836 NA
0.586 0.827 NA
0.588 0.823 NA
0.569 0.784 NA
0.593 0.808 NA
0.581 0.805 NA
0.578 0.84 NA
0.592 0.824 NA
0.568 0.819 NA
0.583 0.822 NA
0.605 0.803 NA
0.564 0.833 NA
0.585 0.842 NA
0.586 0.792 NA
0.595 0.795 NA
0.571 0.804 NA
0.598 0.82 NA
0.583 0.838 NA
0.568 0.794 NA
0.57 0.8 NA
0.573 0.821 NA
0.548 0.812 NA
0.583 0.788 NA
0.57 0.812 NA
0.566 0.839 NA
0.559 0.851 NA
0.577 0.833 NA
0.553 0.865 NA
0.557 0.808 NA
0.571 0.819 NA
0.55 0.82 NA
0.558 0.821 NA
0.559 0.844 NA
0.557 0.839 NA
0.549 0.858 NA
0.557 0.842 NA
0.555 0.823 NA
0.538 0.866 NA
0.533 0.832 NA
0.559 0.86 NA
0.556 0.827 NA
0.552 0.856 NA
0.549 0.868 NA
0.542 0.866 NA
0.517 0.875 NA
0.561 0.866 NA
0.534 0.821 NA
0.543 0.827 NA
0.567 0.838 NA
0.521 0.848 NA
0.509 0.841 NA
0.542 0.837 NA
0.533 0.873 NA
0.538 0.834 NA
0.542 0.841 NA
0.512 0.866 NA
0.502 0.854 NA
0.507 0.85 NA
0.525 0.841 NA
0.509 0.871 NA
0.539 0.82 NA
0.516 0.867 NA
0.53 0.862 NA
0.47 0.877 NA
0.498 0.861 NA
0.505 0.876 NA
0.517 0.893 NA
0.506 0.858 NA
0.507 0.841 NA
0.499 0.876 NA
0.473 0.879 NA
0.47 0.867 NA
0.487 0.887 NA
0.477 0.86 NA
0.471 0.849 NA
0.475 0.87 NA
0.479 0.856 NA
0.482 0.875 NA
0.458 0.891 NA
0.466 0.867 NA
0.481 0.911 NA
0.477 0.888 NA
0.472 0.892 NA
0.474 0.848 NA
0.451 0.862 NA
0.454 0.889 NA
0.458 0.864 NA
0.449 0.906 NA
0.453 0.894 NA
0.455 0.878 NA
0.459 0.86 NA
0.432 0.89 NA
0.45 0.845 NA
0.438 0.88 NA
0.457 0.88 NA
0.44 0.885 NA
0.433 0.882 NA
0.445 0.855 NA
0.427 0.865 NA
0.418 0.864 NA
0.409 0.915 NA
0.404 0.868 NA
0.427 0.89 NA
0.412 0.843 NA
0.416 0.865 NA
0.41 0.883 NA
0.428 0.891 NA
0.412 0.914 NA
0.426 0.872 NA
0.418 0.867 NA
0.431 0.905 NA
0.4 0.87 NA
0.387 0.893 NA
0.399 0.907 NA
0.395 0.9 NA
0.414 0.856 NA
0.425 0.886 NA
0.397 0.87 NA
0.407 0.883 NA
0.391 0.87 NA
0.398 0.87 NA
0.412 0.879 NA
0.368 0.904 NA
0.391 0.879 NA
0.398 0.893 NA
0.374 0.918 NA
0.38 0.921 NA
0.386 0.877 NA
0.39 0.902 NA
0.391 0.905 NA
0.374 0.862 NA
0.362 0.879 NA
0.37 0.861 NA
0.361 0.85 NA
0.385 0.871 NA
0.375 0.859 NA
0.387 0.899 NA
0.37 0.88 NA
0.37 0.885 NA
0.391 0.86 NA
0.362 0.879 NA
0.387 0.915 NA
0.361 0.877 NA
0.369 0.87 NA
0.388 0.881 NA
0.386 0.877 NA
0.36 0.891 NA
0.347 0.876 NA
0.382 0.879 NA
0.366 0.909 NA
0.349 0.892 NA
0.359 0.916 NA
0.349 0.88 NA
0.353 0.878 NA
0.348 0.907 NA
0.35 0.884 NA
0.329 0.869 NA
0.335 0.912 NA
0.347 0.885 NA
0.336 0.888 NA
0.363 0.875 NA
0.34 0.897 NA
0.372 0.882 NA
0.33 0.899 NA
0.352 0.904 NA
0.348 0.874 NA
0.334 0.864 NA
0.334 0.87 NA
0.337 0.878 NA
0.358 0.834 NA
0.328 0.873 NA
0.319 0.86 NA
0.36 0.864 NA
0.339 0.891 NA
0.329 0.88 NA
0.328 0.854 NA
0.311 0.9 NA
0.313 0.87 NA
0.335 0.831 NA
0.336 0.863 NA
0.308 0.863 NA
0.309 0.882 NA
0.345 0.874 NA
0.324 0.87 NA
0.314 0.847 NA
0.334 0.864 NA
0.319 0.887 NA
0.339 0.882 NA
0.33 0.854 NA
0.299 0.841 NA
0.303 0.865 NA
0.31 0.833 NA
0.317 0.862 NA
0.304 0.867 NA
0.315 0.836 NA
0.322 0.875 NA
0.31 0.829 NA
0.319 0.893 NA
0.32 0.863 NA
0.319 0.875 NA
0.31 0.836 NA
0.315 0.845 NA
0.318 0.867 NA
0.292 0.887 NA
0.29 0.834 NA
0.308 0.853 NA
0.295 0.855 NA
0.306 0.878 NA
0.295 0.889 NA
0.295 0.841 NA
0.384 0.653 NA
0.371 0.634 NA
0.418 0.661 NA
0.378 0.658 NA
0.377 0.67 NA
0.375 0.666 NA
0.396 0.672 NA
0.366 0.643 NA
0.349 0.662 NA
0.387 0.67 NA
0.387 0.672 NA
0.359 0.635 NA
0.376 0.657 NA
0.375 0.631 NA
0.398 0.623 NA
0.379 0.667 NA
0.39 0.631 NA
0.376 0.609 NA
0.393 0.636 NA
0.378 0.603 NA
0.378 0.643 NA
